"name","longitude","latitude","prov","day","key"
"Firoloida desmarestia Lesueur, 1817",NA,NA,"gbif",NA,"2444209999"
"Firoloida desmarestia Lesueur, 1817",NA,NA,"gbif",NA,"2444650446"
"Firoloida desmarestia Lesueur, 1817",NA,NA,"gbif",NA,"2444521324"
"Firoloida desmarestia Lesueur, 1817",NA,NA,"gbif",NA,"2444657474"
"Firoloida desmarestia Lesueur, 1817",NA,NA,"gbif",NA,"2444657658"
"Firoloida desmarestia Lesueur, 1817",NA,NA,"gbif",NA,"2444658641"
"Firoloida desmarestia Lesueur, 1817",NA,NA,"gbif",NA,"2444658439"
"Firoloida desmarestia Lesueur, 1817",NA,NA,"gbif",NA,"2444553694"
"Firoloida desmarestia Lesueur, 1817",NA,NA,"gbif",NA,"1234581629"
"Firoloida desmarestia Lesueur, 1817",NA,NA,"gbif",NA,"2444504618"
"Firoloida desmarestia Lesueur, 1817",14.342222,35.933611,"gbif",NA,"2443929489"
"Firoloida desmarestia Lesueur, 1817",NA,NA,"gbif",NA,"2443937477"
"Firoloida desmarestia Lesueur, 1817",14.328611,35.941111,"gbif",NA,"2443932491"
"Firoloida desmarestia Lesueur, 1817",14.398889,35.902778,"gbif",NA,"2443935528"
"Firoloida desmarestia",97.8130398722,9.0676910123,"inat",2023-03-25,"153518780"
"firoloida desmarestia",-111.1002778,26.5219444,"idigbio",2007-07-28,"0329871d-0115-439a-a464-037b8ace4d55"
"firoloida desmarestia",-112.02,6.2,"idigbio",1967-05-16,"06b14e79-fc2f-4abc-92d0-70e6bbf851b9"
"firoloida desmarestia",-114.2680556,30.7144444,"idigbio",2007-07-21,"0746df79-c472-4bab-9e45-ec56c4a164af"
"firoloida desmarestia",-112.467,5.1667,"idigbio",1967-04-26,"08461745-4ae1-4be9-a7cb-e8d9c349f025"
"firoloida desmarestia",-112.0167,27.3095833,"idigbio",2007-01-20,"09cb4303-185c-4273-8b2b-4b6cdbf378c8"
"firoloida desmarestia",-92.05,-1.85,"idigbio",1967-02-15,"0c6e3ebc-79ae-4c2e-bce9-59548c331ceb"
"firoloida desmarestia",-119.025,0.3917,"idigbio",1967-08-16,"0f4bc951-e5ab-4007-b996-5dc254e16c6d"
